Batch_ID,Leather_Used_kg,Cork_Used_kg,Thread_Used_m,Glue_Used_L
B088510,3.11,0.66,139.3,0.38
B088511,4.07,0.51,117.38,0.23
B088512,1.44,0.94,197.04,0.5
B088513,1.19,1.29,179.49,0.43
B088514,2.25,1.38,156.21,0.16
B088515,4.68,1.6,194.1,0.19
B088516,4.1,1.71,98.68,0.29
B088517,4.25,1.34,114.11,0.41
B088518,2.8,1.27,118.6,0.37
B088519,4.38,0.53,88.39,0.15
B088520,4.58,1.45,92.82,0.44
B088521,3.46,1.43,183.2,0.13
B088522,2.27,0.75,68.49,0.32
B088523,3.42,1.57,84.15,0.32
B088524,3.56,1.77,115.52,0.4
B088525,3.66,1.24,169.56,0.19
B088526,1.41,0.86,173.22,0.24
B088527,1.16,0.59,163.54,0.25
B088528,2.54,1.06,106.27,0.47
B088529,1.22,0.96,63.96,0.28
B088530,1.26,0.67,167.01,0.41
B088531,3.39,0.77,123.5,0.23
B088532,3.57,0.94,55.01,0.13
B088533,2.86,1.52,187.1,0.46
B088534,1.25,1.26,126.75,0.38
B088535,1.39,1.59,118.3,0.2
B088536,2.57,0.54,54.48,0.4
B088537,1.15,1.23,176.79,0.12
B088538,1.6,1.75,139.31,0.33
B088539,4.1,1.13,65.53,0.28
B088540,3.44,0.55,168.92,0.36
B088541,3.81,1.21,81.03,0.29
B088542,3.18,1.85,178.48,0.48
B088543,4.38,1.27,192.11,0.21
B088544,4.74,1.33,104.99,0.15
B088545,4.6,1.0,155.32,0.2
B088546,3.1,0.63,92.32,0.48
B088547,2.44,1.06,64.08,0.23
B088548,4.29,1.78,154.02,0.36
B088549,1.7,1.5,56.73,0.31
B088550,4.59,0.6,72.83,0.47
B088551,2.51,1.14,101.25,0.4
B088552,2.76,0.99,72.59,0.21
B088553,3.03,0.94,176.86,0.19
B088554,2.69,1.69,74.42,0.3
B088555,4.59,1.62,99.49,0.2
B088556,3.04,0.58,110.66,0.47
B088557,4.71,1.48,179.56,0.43
B088558,2.61,1.56,185.37,0.19
B088559,3.72,0.6,78.25,0.3
B088560,3.9,1.45,149.4,0.35
B088561,2.54,1.56,78.02,0.49
B088562,2.4,1.54,150.38,0.22
B088563,1.44,1.8,126.64,0.15
B088564,4.12,0.65,102.96,0.22
B088565,3.35,1.32,71.23,0.14
B088566,4.71,0.65,199.03,0.49
B088567,3.82,0.66,88.74,0.27
B088568,3.89,1.48,71.85,0.26
B088569,2.01,0.58,188.4,0.36
B088570,2.15,0.52,136.93,0.39
B088571,4.3,0.65,64.72,0.13
B088572,1.38,0.99,57.11,0.33
B088573,1.85,1.45,131.55,0.48
B088574,4.72,1.49,91.46,0.15
B088575,4.54,1.2,189.01,0.12
B088576,2.83,1.44,122.48,0.38
B088577,2.64,1.38,174.58,0.23
B088578,1.8,1.26,92.3,0.45
B088579,2.14,1.9,139.4,0.24
B088580,2.19,1.96,126.96,0.33
B088581,2.92,1.02,65.05,0.2
B088582,3.11,1.62,107.65,0.35
B088583,3.13,1.26,122.17,0.34
B088584,4.28,1.49,116.81,0.22
B088585,3.14,0.93,83.78,0.48
B088586,4.01,1.71,53.78,0.37
B088587,4.18,1.2,76.26,0.2
B088588,2.48,1.49,101.59,0.33
B088589,4.02,0.63,161.79,0.28
B088590,2.81,0.61,129.45,0.33
B088591,4.18,0.85,90.24,0.41
B088592,3.96,1.88,196.41,0.46
B088593,4.18,0.77,137.25,0.21
B088594,1.73,1.58,146.6,0.46
B088595,2.44,1.91,110.91,0.4
B088596,4.72,1.6,97.78,0.38
B088597,3.15,1.24,191.44,0.43
B088598,3.23,1.02,51.49,0.23
B088599,3.07,0.82,167.62,0.38
B088600,1.32,0.89,92.58,0.12
B088601,1.92,0.56,92.48,0.12
B088602,4.35,1.96,119.46,0.49
B088603,2.4,0.83,96.3,0.47
B088604,2.96,1.98,136.21,0.27
B088605,3.29,1.48,173.67,0.4
B088606,1.36,1.57,147.48,0.47
B088607,1.2,1.95,167.96,0.49
B088608,2.86,0.99,111.79,0.34
B088609,2.31,1.77,86.06,0.11
B088610,1.79,1.6,180.48,0.48
B088611,1.82,1.66,162.32,0.22
B088612,3.04,1.03,181.71,0.36
B088613,3.6,1.95,80.2,0.18
B088614,2.63,1.65,96.07,0.49
B088615,2.18,1.7,57.78,0.41
B088616,1.2,0.95,90.72,0.2
B088617,2.44,1.06,86.09,0.13
B088618,4.14,1.91,66.37,0.24
B088619,2.18,0.81,53.95,0.18
B088620,2.61,1.63,195.81,0.1
B088621,1.77,1.52,50.27,0.46
B088622,4.33,1.71,82.77,0.46
B088623,3.03,0.69,123.01,0.28
B088624,1.1,1.31,51.12,0.17
B088625,3.17,1.81,126.7,0.3
B088626,3.98,1.08,156.55,0.22
B088627,4.53,1.21,156.01,0.35
B088628,2.18,1.23,188.34,0.22
B088629,1.19,0.81,58.11,0.39
B088630,1.06,1.11,134.89,0.1
B088631,4.42,1.98,140.65,0.27
B088632,3.08,1.83,99.08,0.42
B088633,1.15,1.15,159.92,0.22
B088634,3.67,0.59,142.79,0.12
B088635,3.69,1.21,70.65,0.28
B088636,1.9,1.61,173.05,0.29
B088637,1.93,1.97,184.19,0.42
B088638,3.69,1.57,74.5,0.35
B088639,1.38,1.55,77.94,0.17
B088640,4.22,0.97,189.03,0.47
B088641,3.74,1.2,106.54,0.45
B088642,1.33,1.85,97.72,0.18
B088643,4.13,1.44,172.02,0.26
B088644,1.2,1.33,119.92,0.47
B088645,4.47,1.32,141.18,0.38
B088646,2.54,1.12,122.19,0.48
B088647,1.74,1.15,130.29,0.26
B088648,4.28,1.81,79.06,0.38
B088649,3.47,1.67,134.39,0.1
B088650,4.08,0.55,161.08,0.22
B088651,2.67,1.65,88.47,0.18
B088652,2.68,1.25,196.53,0.26
B088653,1.92,0.75,132.91,0.49
B088654,4.84,0.79,81.74,0.35
B088655,2.18,1.87,160.87,0.18
B088656,2.89,1.52,61.6,0.28
B088657,2.77,0.62,68.6,0.12
B088658,2.41,1.66,103.34,0.22
B088659,4.07,1.7,175.05,0.46
B088660,2.82,1.58,164.98,0.32
B088661,2.53,1.01,175.43,0.48
B088662,1.61,1.86,165.89,0.28
B088663,4.78,1.71,172.3,0.32
B088664,1.34,1.63,57.29,0.13
B088665,4.71,1.92,195.46,0.13
B088666,2.17,0.71,106.42,0.27
B088667,4.25,0.61,78.65,0.46
B088668,3.28,1.95,133.79,0.26
B088669,1.8,1.63,52.92,0.24
B088670,4.86,1.68,160.3,0.17
B088671,3.86,1.7,141.64,0.4
B088672,4.25,1.9,128.11,0.42
B088673,2.44,1.15,132.26,0.32
B088674,3.94,0.96,106.49,0.28
B088675,1.48,1.94,99.36,0.38
B088676,2.76,1.19,101.25,0.15
B088677,3.07,0.62,138.43,0.42
B088678,1.72,1.73,171.91,0.35
B088679,1.41,1.6,61.88,0.25
B088680,1.8,0.75,67.07,0.49
B088681,3.98,1.72,180.94,0.45
B088682,4.71,1.79,116.44,0.39
B088683,2.66,1.87,112.5,0.25
B088684,3.2,2.0,199.89,0.11
B088685,1.15,1.75,161.04,0.39
B088686,2.06,1.75,92.12,0.12
B088687,3.06,1.95,140.19,0.15
B088688,2.46,1.84,174.11,0.22
B088689,1.06,1.28,108.66,0.11
B088690,2.98,1.38,191.62,0.1
B088691,4.86,1.12,198.85,0.18
B088692,1.27,1.13,142.6,0.14
B088693,2.86,0.75,51.22,0.16
B088694,1.87,0.86,112.41,0.32
B088695,4.8,1.6,175.43,0.12
B088696,3.18,1.95,157.24,0.4
B088697,1.29,0.79,83.49,0.46
B088698,4.47,1.64,167.95,0.2
B088699,2.92,1.82,177.88,0.36
B088700,2.45,0.96,121.65,0.49
B088701,3.55,1.99,148.15,0.41
B088702,3.95,1.89,131.27,0.15
B088703,4.01,0.61,91.0,0.34
B088704,4.52,0.9,117.21,0.36
B088705,2.48,1.99,197.17,0.14
B088706,1.86,0.82,62.3,0.15
B088707,2.6,1.22,80.23,0.35
B088708,2.9,1.52,131.3,0.14
B088709,2.96,0.71,110.86,0.35
B088710,3.15,1.41,110.77,0.32
B088711,2.66,2.0,156.13,0.34
B088712,1.51,1.68,107.45,0.48
B088713,2.28,0.75,118.4,0.14
B088714,2.6,1.67,161.98,0.28
B088715,4.82,1.06,160.92,0.28
B088716,1.25,0.95,58.61,0.13
B088717,3.86,1.4,156.35,0.36
B088718,1.85,1.86,99.1,0.36
B088719,2.24,1.74,164.37,0.15
B088720,1.35,1.33,74.27,0.34
B088721,1.65,1.7,62.35,0.14
B088722,3.87,1.9,169.79,0.23
B088723,3.83,1.74,137.54,0.3
B088724,4.18,1.64,138.61,0.46
B088725,2.84,1.22,124.84,0.38
B088726,3.63,0.89,173.27,0.49
B088727,4.93,1.45,70.46,0.22
B088728,2.52,1.49,73.69,0.17
B088729,3.13,1.69,183.15,0.39
B088730,3.83,1.26,56.57,0.46
B088731,1.51,1.2,56.13,0.21
B088732,3.8,1.27,79.55,0.24
B088733,2.27,1.93,134.9,0.1
B088734,4.21,1.18,114.45,0.14
B088735,3.62,1.86,99.86,0.39
B088736,1.46,0.54,90.84,0.48
B088737,2.62,1.73,185.46,0.17
B088738,3.45,1.08,140.57,0.46
B088739,1.6,1.91,73.24,0.42
B088740,3.69,1.04,119.88,0.33
B088741,1.9,1.53,67.44,0.11
B088742,4.56,1.67,181.05,0.19
B088743,2.72,0.96,55.39,0.26
B088744,1.54,1.87,106.75,0.42
B088745,1.04,0.51,121.33,0.27
B088746,3.35,1.28,177.48,0.23
B088747,2.32,1.15,147.39,0.21
B088748,1.66,1.92,191.31,0.33
B088749,3.6,1.26,159.38,0.22
B088750,1.97,0.74,131.28,0.37
B088751,3.47,1.38,123.68,0.22
B088752,3.25,0.62,64.33,0.38
B088753,4.73,0.95,186.09,0.33
B088754,1.7,1.46,122.56,0.16
B088755,1.27,0.68,172.47,0.4
B088756,3.72,1.06,140.59,0.12
B088757,4.25,1.77,168.17,0.43
B088758,4.95,1.16,188.14,0.5
B088759,1.27,1.06,50.48,0.38
B088760,4.62,0.77,187.16,0.46
B088761,4.76,1.31,171.58,0.37
B088762,3.7,1.28,50.25,0.43
B088763,1.7,1.04,63.58,0.34
B088764,3.68,0.53,66.47,0.32
B088765,3.83,1.31,59.48,0.17
B088766,3.82,0.53,150.0,0.46
B088767,2.7,1.81,198.63,0.33
B088768,2.18,1.5,162.32,0.46
B088769,1.55,1.22,171.13,0.13
B088770,2.63,0.76,127.81,0.23
B088771,1.25,0.57,125.12,0.19
B088772,4.95,0.6,84.18,0.13
B088773,4.22,1.81,150.6,0.18
B088774,3.24,1.22,170.85,0.31
B088775,4.78,1.24,168.94,0.37
B088776,4.96,1.39,167.28,0.16
B088777,1.96,1.69,85.43,0.26
B088778,3.2,0.83,169.68,0.48
B088779,4.49,1.71,153.64,0.46
B088780,4.79,0.56,139.46,0.44
B088781,2.65,1.78,114.42,0.49
B088782,4.32,0.94,191.59,0.17
B088783,4.08,0.67,143.08,0.47
B088784,2.74,1.14,91.45,0.18
B088785,1.3,0.86,136.6,0.38
B088786,2.05,1.65,81.41,0.32
B088787,2.06,1.01,184.87,0.46
B088788,1.45,1.61,53.79,0.4
B088789,4.39,1.59,106.23,0.24
B088790,1.6,1.69,146.11,0.25
B088791,1.39,1.83,79.6,0.19
B088792,1.94,1.7,188.48,0.41
B088793,3.02,1.7,194.54,0.29
B088794,1.49,1.97,172.86,0.41
B088795,4.36,0.54,68.24,0.24
B088796,2.14,1.27,58.29,0.2
B088797,3.4,1.61,116.77,0.43
B088798,4.18,1.8,154.6,0.27
B088799,2.63,1.57,136.85,0.24
B088800,3.17,1.72,172.84,0.2
B088801,4.24,1.82,78.28,0.21
B088802,2.74,1.89,96.36,0.21
B088803,4.9,1.54,138.52,0.26
B088804,1.31,1.34,186.08,0.22
B088805,4.56,1.54,179.89,0.41
B088806,2.67,1.68,173.06,0.22
B088807,4.29,1.95,136.92,0.43
B088808,1.5,1.31,166.64,0.22
B088809,1.43,1.17,149.85,0.14
B088810,2.79,1.08,52.35,0.1
B088811,2.17,0.98,76.4,0.37
B088812,4.96,0.55,95.28,0.19
B088813,2.97,1.39,110.94,0.22
B088814,2.28,1.75,81.42,0.44
B088815,3.64,0.75,94.75,0.41
B088816,2.82,1.04,86.96,0.11
B088817,1.08,0.78,189.81,0.42
B088818,2.03,1.11,97.56,0.36
B088819,2.34,1.22,80.68,0.28
B088820,1.72,1.89,105.69,0.48
B088821,3.93,1.37,150.06,0.24
B088822,2.13,1.19,64.44,0.46
B088823,3.31,1.8,94.07,0.46
B088824,1.56,1.39,192.28,0.22
B088825,3.73,1.45,199.53,0.36
B088826,3.75,1.84,62.09,0.19
B088827,1.76,1.74,66.5,0.34
B088828,1.59,0.68,148.11,0.43
B088829,3.18,0.55,179.66,0.26
B088830,4.35,1.94,111.43,0.31
B088831,2.47,0.73,155.69,0.44
B088832,4.48,1.22,161.91,0.31
B088833,1.54,0.55,178.05,0.13
B088834,3.51,0.65,147.36,0.44
B088835,3.69,0.81,151.77,0.41
B088836,4.66,0.89,97.36,0.45
B088837,1.26,1.07,102.68,0.26
B088838,3.01,0.84,89.41,0.34
B088839,2.32,1.67,115.5,0.3
B088840,4.18,0.87,120.19,0.34
B088841,1.94,1.97,136.24,0.47
B088842,4.4,0.52,70.09,0.46
B088843,2.45,1.01,138.72,0.4
B088844,4.73,0.92,182.78,0.45
B088845,3.77,1.18,69.25,0.45
B088846,2.42,1.66,168.27,0.35
B088847,1.27,0.57,185.64,0.26
B088848,2.86,0.77,108.24,0.25
B088849,1.79,1.39,157.61,0.48
B088850,3.63,0.63,143.62,0.43
B088851,1.02,1.23,172.62,0.29
B088852,3.82,1.15,60.02,0.1
B088853,4.24,1.17,158.79,0.17
B088854,3.49,0.58,137.29,0.15
B088855,3.02,1.47,194.76,0.25
B088856,1.4,0.78,75.11,0.46
B088857,3.87,0.74,184.24,0.35
B088858,3.76,1.24,163.18,0.47
B088859,1.65,1.13,151.15,0.27
B088860,3.26,0.85,197.89,0.35
B088861,3.62,1.91,131.86,0.31
B088862,2.6,1.36,174.63,0.4
B088863,3.81,1.31,67.22,0.37
B088864,2.04,0.92,178.21,0.13
B088865,3.67,1.28,188.31,0.22
B088866,2.28,1.61,139.42,0.37
B088867,1.65,1.46,149.34,0.49
B088868,1.54,0.7,131.75,0.22
B088869,2.26,0.87,94.61,0.13
B088870,4.8,1.38,150.43,0.38
B088871,3.18,1.81,153.42,0.27
B088872,3.48,1.29,136.52,0.43
B088873,3.81,0.83,53.3,0.19
B088874,1.6,1.25,84.35,0.27
B088875,1.35,0.64,109.39,0.47
B088876,4.76,1.33,98.04,0.49
B088877,1.8,1.48,189.93,0.24
B088878,3.82,1.21,88.64,0.32
B088879,1.12,1.36,186.3,0.21
B088880,2.59,1.53,103.15,0.21
B088881,1.41,1.31,192.46,0.45
B088882,2.39,0.6,155.1,0.14
B088883,2.02,1.51,86.29,0.21
B088884,2.95,1.18,196.01,0.36
B088885,1.1,1.65,179.64,0.32
B088886,1.67,1.29,138.56,0.21
B088887,3.78,1.85,88.5,0.21
B088888,1.86,1.91,51.81,0.25
B088889,1.18,1.83,176.84,0.3
B088890,4.93,1.43,60.48,0.27
B088891,1.37,0.58,121.91,0.3
B088892,3.31,0.53,194.41,0.11
B088893,2.48,0.53,129.5,0.11
B088894,2.36,0.66,133.76,0.18
B088895,3.28,1.05,51.56,0.29
B088896,4.95,0.51,180.96,0.37
B088897,4.18,0.58,108.54,0.43
B088898,1.22,1.59,112.51,0.5
B088899,4.32,0.64,60.93,0.45
B088900,3.56,1.86,177.69,0.15
B088901,1.38,1.93,81.05,0.32
B088902,3.73,1.63,92.57,0.24
B088903,1.54,0.89,170.49,0.29
B088904,3.81,0.97,79.24,0.23
B088905,1.83,1.74,133.78,0.13
B088906,4.55,0.64,50.78,0.26
B088907,4.92,1.52,57.09,0.28
B088908,3.78,0.57,183.37,0.4
B088909,1.92,2.0,111.65,0.45
B088910,3.3,1.03,188.88,0.14
B088911,3.12,1.06,83.98,0.26
B088912,1.28,0.85,131.26,0.24
B088913,4.3,0.94,86.15,0.44
B088914,4.62,1.4,153.0,0.18
B088915,4.55,0.82,60.28,0.47
B088916,1.74,0.64,90.28,0.36
B088917,3.03,1.95,57.47,0.23
B088918,4.93,1.46,141.52,0.32
B088919,2.11,1.36,137.91,0.4
B088920,2.9,1.13,192.53,0.33
B088921,1.58,0.87,51.8,0.15
B088922,3.67,1.78,84.89,0.33
B088923,4.79,1.03,86.18,0.24
B088924,2.48,1.49,89.73,0.22
B088925,1.28,1.43,88.04,0.25
B088926,2.77,0.55,77.67,0.27
B088927,1.48,1.08,164.83,0.45
B088928,1.64,0.73,100.71,0.31
B088929,2.35,0.55,165.36,0.46
B088930,2.2,1.31,109.06,0.27
B088931,2.6,1.83,112.02,0.22
B088932,4.45,1.2,121.69,0.34
B088933,3.7,1.94,190.5,0.32
B088934,3.9,0.96,59.6,0.33
B088935,3.86,0.63,141.48,0.41
B088936,2.46,0.95,61.83,0.39
B088937,3.84,0.59,110.52,0.4
B088938,1.26,1.19,102.65,0.22
B088939,2.34,1.91,61.62,0.28
B088940,3.04,0.52,68.26,0.35
B088941,1.54,1.44,60.4,0.29
B088942,3.04,1.6,81.74,0.37
B088943,1.04,0.57,198.89,0.38
B088944,2.86,1.87,81.62,0.36
B088945,2.54,1.1,118.74,0.19
B088946,3.34,1.29,102.98,0.33
B088947,1.68,1.73,107.09,0.22
B088948,4.72,1.84,174.7,0.17
B088949,4.98,0.81,123.4,0.24
B088950,1.58,0.57,150.61,0.46
B088951,1.03,1.41,171.35,0.24
B088952,2.36,0.81,116.71,0.13
B088953,1.96,0.6,69.19,0.19
B088954,1.58,1.83,62.46,0.23
B088955,1.35,0.71,106.29,0.47
B088956,3.0,1.7,131.53,0.31
B088957,2.59,1.15,132.88,0.36
B088958,2.89,1.48,58.12,0.17
B088959,3.56,0.9,135.49,0.18
B088960,3.66,1.06,119.17,0.41
B088961,1.52,1.33,154.18,0.48
B088962,1.18,0.99,71.8,0.44
B088963,2.08,1.94,161.46,0.36
B088964,1.6,1.71,75.79,0.1
B088965,2.07,1.76,93.8,0.34
B088966,4.01,1.16,163.47,0.37
B088967,4.0,1.33,104.59,0.21
B088968,1.36,1.14,170.39,0.3
B088969,1.74,1.14,120.88,0.12
B088970,4.73,0.76,193.19,0.25
B088971,2.48,1.14,134.7,0.16
B088972,4.09,0.56,76.67,0.44
B088973,1.65,1.2,51.89,0.26
B088974,4.52,1.7,107.31,0.47
B088975,3.34,1.5,188.38,0.26
B088976,2.16,1.42,168.45,0.37
B088977,3.41,1.83,129.39,0.33
B088978,1.78,1.74,190.22,0.12
B088979,1.37,0.6,180.19,0.19
B088980,2.93,1.56,194.26,0.32
B088981,2.67,0.7,92.5,0.4
B088982,3.3,1.06,150.56,0.29
B088983,2.62,1.13,188.96,0.23
B088984,1.95,0.59,175.28,0.15
B088985,3.73,0.6,141.76,0.13
B088986,3.7,1.77,80.3,0.36
B088987,1.18,0.56,111.26,0.28
B088988,1.49,1.18,127.75,0.26
B088989,2.27,1.92,87.15,0.4
B088990,2.89,1.12,59.88,0.4
B088991,1.35,1.81,132.31,0.17
B088992,2.11,0.84,181.3,0.24
B088993,1.06,1.7,92.82,0.38
B088994,2.2,0.56,98.25,0.44
B088995,2.71,1.39,139.98,0.42
B088996,3.08,1.88,58.07,0.1
B088997,4.55,1.67,71.76,0.3
B088998,3.03,1.16,70.38,0.26
B088999,4.62,1.11,125.13,0.34
B089000,1.36,0.5,117.91,0.43
B089001,4.11,1.55,164.9,0.5
B089002,2.6,1.39,116.93,0.38
B089003,2.75,0.87,169.59,0.18
B089004,3.76,1.74,146.3,0.32
B089005,1.56,0.75,165.14,0.1
B089006,4.38,0.81,134.01,0.29
B089007,4.75,1.89,156.4,0.4
B089008,2.14,0.6,94.01,0.22
B089009,3.87,1.61,80.23,0.43
B089010,1.87,1.89,106.68,0.2
B089011,1.46,0.95,179.6,0.32
B089012,1.32,1.6,54.05,0.32
B089013,2.93,0.78,68.66,0.43
B089014,3.29,0.53,97.45,0.49
B089015,2.71,1.19,64.86,0.25
B089016,2.87,1.28,155.38,0.11
B089017,4.84,0.86,144.12,0.31
B089018,3.36,1.4,165.18,0.17
B089019,4.16,1.55,90.08,0.15
B089020,4.61,0.89,173.05,0.16
B089021,3.17,0.65,134.59,0.4
B089022,3.7,1.74,115.58,0.39
B089023,2.44,1.98,72.38,0.22
B089024,1.23,1.64,152.7,0.26
B089025,1.41,1.54,103.26,0.35
B089026,1.87,0.79,104.57,0.48
B089027,1.42,0.9,90.82,0.47
B089028,4.85,1.01,65.85,0.47
B089029,1.45,1.56,119.69,0.49
B089030,3.22,1.67,93.45,0.49
B089031,3.94,0.56,127.81,0.14
B089032,2.45,0.76,164.06,0.42
B089033,4.03,0.75,72.69,0.4
B089034,2.9,1.05,132.32,0.48
B089035,4.6,1.68,176.47,0.36
B089036,3.95,0.59,193.44,0.24
B089037,3.93,1.47,79.55,0.46
B089038,3.95,0.78,53.06,0.49
B089039,3.66,1.68,115.44,0.45
B089040,3.89,1.17,99.4,0.43
B089041,2.47,1.65,162.69,0.23
B089042,4.91,1.33,134.91,0.12
B089043,2.87,1.52,84.88,0.41
B089044,3.59,1.59,177.98,0.42
B089045,4.86,0.87,160.23,0.39
B089046,3.78,1.02,97.92,0.4
B089047,4.87,1.11,51.71,0.34
B089048,4.47,0.92,176.19,0.33
B089049,1.78,1.97,97.89,0.48
B089050,4.82,1.73,54.91,0.44
B089051,4.54,0.92,177.86,0.49
B089052,1.52,1.91,100.3,0.37
B089053,4.89,1.24,71.3,0.4
B089054,4.99,0.64,196.85,0.26
B089055,4.17,1.24,170.39,0.28
B089056,2.47,2.0,188.19,0.43
B089057,2.67,1.8,193.8,0.35
B089058,3.41,0.92,101.16,0.1
B089059,2.95,1.25,103.88,0.16
B089060,2.89,1.89,184.4,0.3
B089061,2.59,1.57,120.24,0.46
B089062,3.78,1.6,138.43,0.17
B089063,4.96,1.48,159.09,0.24
B089064,3.43,1.49,98.87,0.27
B089065,4.83,1.86,108.6,0.19
B089066,2.45,1.29,144.59,0.28
B089067,1.78,1.76,197.83,0.41
B089068,3.74,0.81,163.85,0.29
B089069,3.61,1.96,140.13,0.4
B089070,2.6,0.84,108.63,0.17
B089071,1.81,1.65,139.88,0.29
B089072,3.24,0.88,61.31,0.43
B089073,4.69,0.62,161.11,0.34
B089074,3.49,1.21,147.78,0.39
B089075,3.67,1.46,77.73,0.33
B089076,4.93,0.56,64.04,0.41
B089077,3.98,1.23,131.29,0.24
B089078,3.07,1.17,95.06,0.12
B089079,1.75,1.75,52.4,0.34
B089080,3.15,1.88,194.05,0.11
B089081,1.03,0.77,184.08,0.47
B089082,3.59,0.98,131.23,0.49
B089083,2.44,1.16,110.64,0.45
B089084,3.03,0.64,138.63,0.24
B089085,3.87,1.55,122.35,0.44
B089086,2.87,0.83,179.13,0.42
B089087,2.45,1.16,168.84,0.19
B089088,3.89,0.84,151.69,0.26
B089089,1.18,1.47,153.52,0.42
B089090,4.52,0.92,139.82,0.19
B089091,4.1,1.51,197.99,0.13
B089092,3.78,0.96,120.3,0.42
B089093,4.26,1.34,188.49,0.29
B089094,3.45,0.65,117.42,0.27
B089095,4.1,1.52,92.93,0.16
B089096,2.64,0.94,108.3,0.36
B089097,1.84,0.54,72.32,0.46
B089098,3.18,1.12,170.11,0.18
B089099,1.44,1.6,193.08,0.45
B089100,4.51,1.37,198.61,0.15
B089101,3.86,0.81,88.96,0.31
B089102,2.81,1.31,184.12,0.34
B089103,3.53,1.3,99.69,0.18
B089104,4.83,1.99,92.21,0.47
B089105,2.52,1.49,165.57,0.35
B089106,2.07,1.41,129.6,0.12
B089107,2.22,1.53,110.37,0.29
B089108,2.78,1.93,51.87,0.47
B089109,4.96,0.6,115.85,0.43
B089110,1.8,1.1,124.39,0.37
B089111,3.49,1.66,95.7,0.17
B089112,1.13,1.2,163.27,0.49
B089113,4.96,0.91,101.23,0.31
B089114,3.11,1.4,197.99,0.33
B089115,1.56,1.05,154.69,0.47
B089116,3.39,1.38,147.35,0.48
B089117,1.98,1.21,162.17,0.5
B089118,3.71,1.68,190.83,0.29
B089119,4.44,0.71,187.58,0.44
B089120,4.31,0.55,147.76,0.49
B089121,1.18,1.26,185.68,0.46
B089122,1.05,1.31,192.4,0.22
B089123,2.89,1.43,59.4,0.45
B089124,2.28,1.45,191.08,0.12
B089125,4.66,0.71,163.95,0.12
B089126,2.15,0.77,131.46,0.25
B089127,2.77,0.94,80.6,0.28
B089128,3.38,1.05,98.7,0.38
B089129,1.99,1.2,173.46,0.19
B089130,3.46,0.83,129.39,0.27
B089131,4.72,0.82,92.6,0.11
B089132,2.18,1.38,145.2,0.38
B089133,4.1,1.64,115.48,0.47
B089134,1.85,1.69,55.8,0.4
B089135,3.62,0.63,196.81,0.29
B089136,2.0,1.94,104.69,0.46
B089137,2.54,1.59,104.47,0.38
B089138,1.45,1.28,121.94,0.41
B089139,4.83,0.7,129.76,0.23
B089140,3.92,1.33,130.3,0.17
B089141,3.5,1.28,142.43,0.29
B089142,4.61,1.79,79.17,0.21
B089143,3.13,1.26,155.83,0.16
B089144,4.82,0.92,164.57,0.17
B089145,3.08,1.46,120.03,0.33
B089146,2.03,0.89,82.43,0.25
B089147,3.82,1.44,174.82,0.16
B089148,1.05,0.61,109.61,0.13
B089149,4.99,1.14,156.1,0.35
B089150,1.07,0.88,51.48,0.41
B089151,4.58,1.58,173.68,0.33
B089152,3.66,1.36,119.53,0.4
B089153,4.55,1.69,52.5,0.2
B089154,4.18,1.98,168.56,0.31
B089155,3.67,1.1,90.08,0.42
B089156,2.49,0.58,120.92,0.25
B089157,4.06,0.79,67.79,0.12
B089158,4.1,1.4,119.14,0.43
B089159,3.42,1.45,123.95,0.37
B089160,1.65,1.61,172.88,0.3
B089161,2.52,0.99,188.5,0.49
B089162,4.27,1.22,149.79,0.16
B089163,4.57,1.67,106.19,0.13
B089164,1.54,1.66,103.27,0.23
B089165,2.73,1.31,166.46,0.15
B089166,1.34,1.23,55.85,0.29
B089167,2.29,1.11,56.82,0.31
B089168,3.31,1.72,148.77,0.16
B089169,2.97,1.06,170.85,0.48
B089170,2.42,0.94,177.41,0.44
B089171,4.96,1.28,120.65,0.33
B089172,1.35,0.81,88.79,0.29
B089173,2.79,1.48,93.26,0.27
B089174,2.27,1.51,58.93,0.15
B089175,1.45,0.87,134.98,0.14
B089176,1.66,1.38,168.47,0.25
B089177,2.47,1.67,76.25,0.47
B089178,4.72,1.79,60.63,0.39
B089179,1.03,0.61,160.2,0.33
B089180,1.25,1.72,139.3,0.44
B089181,3.57,1.09,54.86,0.21
B089182,1.73,1.39,175.78,0.1
B089183,1.58,0.68,71.17,0.19
B089184,3.77,1.39,152.18,0.43
B089185,4.82,1.21,136.85,0.25
B089186,3.42,0.79,196.32,0.32
B089187,1.06,1.01,96.96,0.24
B089188,2.3,1.19,96.46,0.17
B089189,3.09,0.58,62.02,0.11
B089190,3.6,1.53,122.63,0.18
B089191,4.02,1.81,71.91,0.36
B089192,2.52,0.54,161.39,0.18
B089193,4.76,1.15,77.17,0.45
B089194,3.32,0.61,112.2,0.1
B089195,2.79,0.57,97.68,0.16
B089196,2.02,1.77,197.13,0.2
B089197,2.12,1.86,69.52,0.18
B089198,3.21,1.74,51.58,0.43
B089199,4.41,1.75,57.74,0.14
B089200,1.9,0.97,122.59,0.18
B089201,3.18,1.55,189.64,0.13
B089202,4.65,1.62,87.01,0.44
B089203,4.58,0.96,73.05,0.19
B089204,4.59,1.43,155.07,0.16
B089205,4.0,1.68,174.52,0.34
B089206,4.94,1.31,69.96,0.49
